id action freq period
19 A90 P6 3-5
25 A73 P2 9-12
4 A61 P2 3-5
20 A66 P5 9-12
7 A99 P9 1-3
19 A12 P4 9-12
24 A36 P10 3-5
18 A17 P8 3-5
15 A86 P2 3-5
12 A28 P9 1-3
12 A82 P6 3-5
1 A16 P8 3-5
19 A66 P4 3-5
25 A11 P8 3-5
18 A16 P5 1-3
13 A40 P2 1-3
28 A54 P4 9-12
1 A37 P3 9-12
1 A27 P7 3-5
8 A72 P10 3-5
27 A93 P9 1-3
5 A32 P9 3-5
11 A81 P9 9-12
1 A73 P1 3-5
1 A20 P6 9-12
14 A70 P1 3-5
18 A33 P1 1-3
13 A54 P4 1-3
13 A18 P9 9-12
11 A12 P4 9-12
22 A42 P6 1-3
4 A33 P8 1-3
27 A35 P2 1-3
18 A95 P6 3-5
15 A54 P3 3-5
12 A20 P7 9-12
12 A63 P2 1-3
1 A52 P5 3-5
12 A5 P3 1-3
28 A42 P4 3-5
21 A21 P1 9-12
8 A0 P2 9-12
22 A42 P5 3-5
16 A68 P8 1-3
21 A62 P10 1-3
25 A6 P1 9-12
23 A99 P10 9-12
23 A19 P7 1-3
19 A8 P2 3-5
13 A86 P4 1-3
28 A11 P3 3-5
11 A44 P8 1-3
23 A89 P8 3-5
30 A32 P6 3-5
11 A66 P2 3-5
4 A11 P6 3-5
13 A78 P1 1-3
1 A47 P10 1-3
20 A47 P6 1-3
24 A73 P6 9-12
6 A47 P9 1-3
1 A53 P1 9-12
22 A43 P4 9-12
3 A33 P3 1-3
23 A35 P2 9-12
13 A47 P3 1-3
16 A39 P4 9-12
23 A17 P8 3-5
17 A78 P7 1-3
2 A89 P4 9-12
29 A71 P9 3-5
15 A40 P8 3-5
12 A67 P6 9-12
24 A35 P2 3-5
10 A46 P4 1-3
9 A60 P10 1-3
7 A28 P1 1-3
21 A50 P8 1-3
14 A51 P3 9-12
19 A30 P9 1-3
23 A4 P7 3-5
20 A53 P3 9-12
3 A65 P7 3-5
14 A84 P7 3-5
27 A72 P7 1-3
2 A73 P2 9-12
24 A31 P3 1-3
2 A84 P1 3-5
26 A50 P8 1-3
15 A87 P1 9-12
11 A33 P2 3-5
26 A10 P2 1-3
23 A34 P3 3-5
28 A74 P4 9-12
24 A38 P3 9-12
3 A41 P6 3-5
30 A98 P4 1-3
23 A2 P2 1-3
6 A23 P1 1-3
10 A92 P8 1-3
16 A64 P7 3-5
1 A16 P3 9-12
5 A7 P8 1-3
16 A0 P4 9-12
7 A22 P6 3-5
3 A38 P6 9-12
21 A34 P1 3-5
24 A44 P3 3-5
21 A16 P8 3-5
25 A89 P7 3-5
6 A88 P8 1-3
29 A51 P3 3-5
3 A22 P5 9-12
21 A72 P2 1-3
14 A41 P6 3-5
27 A24 P9 3-5
18 A74 P6 9-12
1 A25 P6 3-5
30 A28 P1 1-3
24 A77 P1 1-3
29 A94 P5 1-3
10 A24 P4 3-5
4 A81 P6 1-3
7 A45 P9 9-12
29 A72 P6 3-5
14 A64 P3 9-12
22 A90 P10 1-3
27 A80 P7 1-3
17 A35 P9 3-5
16 A10 P1 3-5
24 A57 P6 3-5
11 A35 P2 3-5
5 A32 P2 1-3
12 A34 P5 1-3
17 A47 P7 3-5
4 A90 P9 1-3
4 A77 P5 3-5
22 A62 P8 3-5
22 A75 P1 1-3
13 A79 P1 3-5
14 A31 P3 1-3
5 A57 P7 3-5
29 A78 P1 9-12
19 A4 P6 9-12
10 A88 P1 3-5
16 A51 P2 3-5
11 A73 P3 3-5
15 A37 P7 3-5
16 A71 P7 3-5
20 A70 P7 9-12
28 A52 P1 1-3
13 A99 P9 9-12
28 A94 P5 3-5
2 A47 P9 9-12
9 A34 P10 3-5
14 A86 P6 3-5
20 A30 P4 9-12
13 A76 P1 9-12
14 A57 P9 3-5
21 A5 P2 3-5
19 A92 P9 9-12
14 A11 P9 3-5
24 A62 P5 9-12
27 A71 P2 1-3
27 A19 P1 3-5
27 A5 P10 9-12
14 A8 P7 1-3
12 A47 P10 1-3
6 A66 P2 1-3
14 A66 P2 3-5
18 A89 P10 3-5
13 A20 P2 9-12
4 A24 P7 3-5
8 A50 P2 9-12
8 A44 P2 9-12
2 A78 P3 9-12
22 A36 P1 3-5
13 A8 P10 1-3
5 A23 P2 3-5
10 A14 P10 9-12
1 A7 P3 9-12
29 A79 P8 9-12
10 A31 P3 3-5
30 A69 P7 1-3
18 A17 P2 3-5
25 A26 P1 3-5
29 A62 P4 9-12
12 A79 P6 9-12
12 A8 P4 9-12
20 A33 P10 3-5
30 A34 P9 3-5
16 A25 P6 1-3
6 A83 P10 1-3
14 A52 P5 1-3
14 A47 P9 3-5
23 A95 P10 3-5
18 A77 P4 1-3
18 A17 P2 3-5
5 A11 P6 3-5
12 A55 P1 1-3
23 A24 P9 1-3
28 A14 P7 9-12
7 A90 P9 1-3
23 A65 P7 3-5
22 A84 P10 9-12
1 A59 P9 3-5
30 A7 P8 9-12
1 A67 P5 3-5
28 A44 P8 3-5
30 A21 P3 1-3
17 A79 P8 1-3
3 A24 P7 3-5
21 A0 P2 9-12
8 A10 P1 9-12
10 A21 P1 9-12
24 A84 P10 9-12
12 A56 P9 3-5
22 A59 P2 3-5
15 A61 P2 3-5
18 A61 P4 3-5
10 A58 P10 1-3
25 A52 P3 1-3
9 A54 P9 3-5
24 A41 P1 1-3
12 A68 P1 1-3
11 A60 P1 1-3
8 A44 P2 3-5
25 A81 P6 3-5
30 A83 P7 1-3
30 A88 P5 9-12
1 A41 P3 3-5
30 A89 P10 1-3
29 A29 P7 9-12
8 A6 P5 9-12
23 A98 P10 9-12
11 A35 P2 3-5
1 A55 P4 1-3
15 A64 P2 3-5
28 A5 P3 9-12
15 A79 P4 1-3
3 A30 P4 1-3
10 A69 P1 9-12
10 A99 P7 9-12
15 A37 P3 3-5
12 A98 P10 1-3
1 A60 P3 9-12
28 A54 P1 1-3
29 A83 P7 9-12
5 A68 P5 9-12
19 A32 P6 1-3
8 A22 P10 3-5
3 A4 P6 9-12
3 A12 P4 1-3
9 A25 P3 3-5
17 A21 P3 9-12
8 A1 P7 3-5
28 A98 P7 3-5
16 A92 P10 3-5
25 A95 P2 9-12
15 A61 P10 1-3
5 A62 P5 3-5
30 A83 P10 9-12
10 A50 P8 1-3
30 A76 P7 3-5
6 A69 P10 3-5
27 A74 P6 3-5
25 A99 P2 9-12
29 A17 P10 9-12
22 A33 P5 1-3
18 A77 P3 3-5
18 A60 P9 3-5
18 A21 P1 1-3
18 A90 P9 9-12
29 A17 P6 3-5
11 A62 P10 3-5
26 A19 P8 1-3
11 A27 P10 3-5
19 A26 P7 3-5
6 A84 P10 1-3
18 A22 P4 3-5
19 A39 P1 3-5
1 A18 P10 9-12
1 A66 P4 9-12
5 A19 P9 1-3
19 A45 P3 1-3
12 A47 P4 3-5
11 A59 P1 1-3
29 A60 P6 1-3
10 A45 P9 3-5
11 A22 P9 9-12
24 A82 P2 3-5
3 A38 P10 1-3
18 A12 P6 1-3
9 A77 P7 1-3
10 A85 P10 1-3
26 A68 P8 1-3
12 A12 P4 9-12
23 A93 P3 3-5
17 A80 P5 9-12
27 A54 P4 3-5
4 A59 P4 3-5
5 A32 P4 1-3
15 A54 P2 1-3
16 A32 P6 9-12
29 A9 P1 9-12
15 A23 P2 1-3
12 A70 P3 3-5
17 A32 P5 1-3
25 A95 P3 3-5
19 A50 P4 1-3
25 A72 P8 9-12
9 A13 P4 9-12
26 A51 P3 3-5
23 A24 P5 3-5
25 A31 P3 9-12
3 A16 P2 9-12
9 A23 P6 3-5
9 A86 P1 3-5
4 A80 P9 1-3
26 A31 P7 9-12
22 A99 P8 3-5
7 A70 P1 3-5
21 A76 P9 1-3
1 A75 P3 9-12
26 A93 P3 9-12
6 A63 P3 3-5
11 A20 P8 9-12
15 A99 P1 3-5
11 A39 P8 3-5
4 A68 P1 1-3
15 A58 P8 9-12
11 A54 P4 9-12
6 A69 P10 1-3
13 A76 P1 9-12
30 A99 P5 9-12
10 A33 P5 9-12
2 A13 P6 9-12
12 A76 P10 1-3
27 A37 P4 1-3
6 A77 P3 1-3
5 A32 P2 1-3
23 A27 P3 3-5
6 A70 P1 3-5
17 A5 P3 3-5
14 A84 P4 3-5
14 A35 P9 1-3
4 A41 P6 1-3
28 A73 P1 3-5
16 A37 P1 3-5
1 A98 P10 9-12
14 A3 P10 1-3
2 A65 P7 3-5
25 A8 P4 1-3
15 A98 P1 1-3
14 A27 P2 3-5
4 A0 P10 9-12
18 A77 P8 9-12
14 A60 P7 3-5
29 A13 P3 1-3
3 A47 P2 3-5
8 A58 P6 9-12
27 A53 P9 1-3
3 A47 P9 3-5
18 A53 P4 9-12
21 A56 P6 3-5
7 A56 P5 9-12
6 A4 P7 1-3
10 A39 P7 1-3
4 A74 P6 9-12
2 A90 P7 9-12
11 A61 P1 3-5
10 A14 P7 9-12
17 A94 P5 3-5
10 A80 P10 9-12
4 A37 P6 3-5
3 A20 P5 9-12
20 A42 P10 1-3
18 A78 P5 9-12
22 A41 P4 9-12
26 A68 P2 3-5
26 A94 P5 3-5
25 A26 P3 3-5
11 A71 P5 1-3
16 A10 P6 3-5
1 A12 P3 3-5
11 A5 P5 9-12
14 A79 P1 1-3
7 A88 P9 9-12
1 A60 P1 9-12
23 A72 P7 1-3
7 A3 P10 9-12
16 A23 P2 3-5
15 A29 P1 9-12
29 A34 P7 3-5
9 A22 P4 9-12
11 A40 P9 9-12
21 A14 P9 9-12
24 A28 P2 9-12
9 A44 P7 3-5
4 A89 P9 1-3
18 A52 P1 3-5
19 A88 P3 3-5
22 A67 P10 9-12
28 A99 P1 9-12
13 A65 P10 3-5
8 A56 P5 1-3
28 A29 P4 1-3
22 A25 P5 3-5
22 A32 P1 1-3
30 A54 P7 3-5
1 A41 P10 1-3
19 A97 P8 3-5
24 A51 P10 1-3
19 A40 P6 9-12
16 A68 P1 3-5
25 A10 P9 1-3
11 A20 P7 9-12
3 A89 P6 1-3
19 A70 P8 1-3
17 A87 P2 9-12
16 A86 P9 1-3
21 A59 P6 9-12
27 A89 P8 1-3
13 A78 P4 9-12
26 A86 P9 9-12
9 A86 P9 3-5
19 A88 P7 9-12
27 A32 P6 9-12
23 A69 P6 3-5
22 A15 P7 3-5
15 A14 P7 9-12
1 A6 P9 9-12
26 A4 P7 3-5
4 A50 P8 9-12
29 A25 P9 1-3
17 A66 P4 3-5
15 A65 P1 3-5
6 A55 P10 1-3
4 A5 P5 9-12
15 A25 P1 9-12
13 A34 P8 9-12
16 A51 P3 3-5
14 A49 P7 1-3
26 A85 P4 9-12
3 A6 P5 1-3
6 A37 P1 3-5
9 A2 P8 3-5
7 A77 P2 3-5
26 A86 P5 1-3
28 A6 P1 9-12
7 A46 P1 1-3
29 A55 P6 3-5
14 A10 P8 3-5
13 A7 P7 3-5
14 A6 P6 1-3
9 A96 P6 1-3
1 A60 P9 9-12
7 A17 P6 3-5
11 A25 P4 1-3
17 A49 P5 1-3
23 A97 P7 9-12
22 A11 P2 3-5
25 A31 P2 1-3
18 A73 P2 9-12
15 A87 P10 9-12
5 A9 P9 9-12
24 A7 P8 9-12
11 A34 P8 9-12
24 A40 P8 3-5
2 A12 P4 3-5
19 A33 P8 3-5
29 A10 P10 3-5
8 A96 P6 3-5
28 A24 P2 3-5
6 A46 P4 1-3
25 A53 P9 9-12
26 A19 P1 1-3
21 A78 P3 9-12
27 A56 P6 3-5
29 A61 P10 3-5
19 A16 P7 3-5
10 A14 P7 9-12
12 A29 P1 1-3
8 A78 P7 1-3
22 A38 P5 9-12
3 A39 P7 3-5
29 A59 P10 9-12
12 A65 P10 3-5
8 A68 P8 1-3
29 A49 P3 3-5
28 A96 P6 9-12
17 A44 P5 3-5
30 A65 P5 3-5
23 A68 P5 9-12
28 A29 P1 9-12
29 A93 P9 3-5
19 A39 P5 3-5
24 A64 P1 3-5
1 A98 P9 1-3
14 A17 P9 3-5
29 A98 P4 1-3
9 A91 P10 9-12
24 A43 P9 9-12
11 A45 P3 9-12
15 A48 P1 9-12
23 A94 P9 3-5
13 A70 P5 1-3
20 A81 P1 3-5
20 A63 P3 9-12
26 A68 P10 9-12
10 A42 P4 3-5
1 A25 P9 1-3
25 A49 P5 1-3
24 A97 P8 3-5
26 A64 P6 3-5
28 A54 P9 3-5
22 A86 P5 3-5
5 A32 P6 9-12
20 A69 P4 1-3
4 A40 P8 9-12
6 A24 P1 3-5
29 A75 P5 1-3
22 A43 P9 9-12
2 A87 P9 9-12
3 A22 P4 3-5
11 A5 P3 9-12
23 A72 P1 3-5
1 A47 P9 9-12
8 A0 P8 9-12
18 A21 P1 1-3
27 A40 P6 3-5
16 A55 P9 3-5
11 A29 P6 1-3
28 A49 P3 1-3
19 A96 P2 9-12
15 A2 P7 3-5
1 A2 P4 9-12
15 A38 P10 3-5
28 A2 P3 1-3
3 A72 P3 9-12
4 A10 P4 3-5
21 A76 P7 3-5
7 A30 P4 3-5
27 A89 P2 1-3
27 A88 P1 1-3
8 A73 P2 3-5
7 A23 P8 3-5
28 A21 P7 1-3
4 A53 P6 9-12
27 A2 P7 3-5
26 A68 P8 1-3
26 A26 P9 3-5
10 A47 P2 9-12
10 A32 P4 9-12
8 A35 P2 3-5
22 A25 P4 3-5
18 A99 P4 9-12
14 A84 P9 3-5
6 A68 P4 9-12
2 A67 P9 9-12
6 A20 P6 9-12
16 A49 P8 9-12
23 A64 P5 3-5
28 A22 P7 3-5
5 A32 P6 1-3
20 A17 P6 3-5
3 A75 P1 3-5
10 A87 P7 9-12
12 A7 P8 1-3
1 A14 P7 9-12
1 A70 P4 9-12
23 A48 P4 9-12
13 A93 P1 1-3
14 A87 P9 3-5
21 A66 P1 3-5
29 A85 P2 1-3
3 A93 P4 3-5
17 A18 P1 9-12
30 A20 P10 9-12
17 A57 P4 9-12
20 A70 P2 9-12
7 A86 P9 9-12
17 A18 P6 1-3
2 A44 P8 9-12
26 A92 P8 1-3
25 A77 P7 3-5
2 A40 P10 9-12
19 A25 P10 9-12
26 A53 P10 9-12
6 A48 P7 9-12
13 A4 P7 3-5
21 A37 P4 9-12
26 A41 P6 1-3
21 A92 P6 3-5
7 A26 P1 1-3
17 A21 P9 3-5
5 A32 P4 9-12
16 A25 P5 9-12
26 A5 P7 9-12
11 A34 P7 1-3
18 A31 P2 1-3
26 A64 P8 3-5
23 A89 P4 1-3
8 A76 P9 1-3
9 A8 P7 3-5
29 A56 P6 1-3
4 A46 P9 3-5
2 A58 P10 1-3
7 A99 P3 9-12
28 A10 P10 3-5
29 A89 P10 3-5
27 A48 P7 3-5
16 A35 P6 3-5
29 A52 P9 3-5
8 A58 P2 1-3
27 A20 P1 3-5
25 A45 P3 9-12
27 A98 P8 1-3
19 A13 P7 1-3
5 A32 P9 9-12
5 A68 P1 3-5
24 A84 P4 1-3
1 A97 P2 1-3
15 A5 P3 3-5
16 A82 P6 3-5
4 A88 P9 9-12
28 A43 P9 9-12
20 A39 P7 3-5
7 A43 P5 9-12
11 A17 P3 3-5
11 A94 P1 3-5
18 A17 P1 3-5
9 A18 P9 1-3
5 A32 P2 9-12
15 A68 P4 1-3
8 A49 P3 3-5
12 A38 P8 3-5
17 A32 P6 9-12
3 A29 P1 9-12
27 A22 P7 3-5
12 A1 P7 1-3
13 A84 P4 1-3
13 A72 P1 9-12
15 A72 P10 9-12
18 A98 P6 3-5
28 A26 P7 3-5
11 A69 P9 9-12
12 A57 P4 3-5
3 A35 P2 9-12
19 A87 P8 9-12
6 A95 P4 1-3
13 A58 P2 1-3
30 A83 P7 3-5
26 A22 P8 1-3
22 A33 P6 9-12
12 A80 P3 9-12
24 A60 P5 1-3
9 A68 P5 9-12
9 A69 P3 9-12
24 A44 P9 1-3
7 A98 P1 3-5
20 A51 P7 3-5
20 A18 P10 9-12
6 A40 P6 1-3
15 A13 P1 9-12
1 A66 P6 3-5
7 A40 P9 1-3
5 A96 P10 1-3
4 A35 P7 1-3
18 A71 P7 1-3
16 A36 P1 3-5
17 A39 P7 3-5
5 A2 P9 1-3
15 A43 P9 3-5
10 A59 P10 3-5
13 A55 P8 3-5
21 A97 P7 9-12
13 A1 P7 3-5
5 A32 P1 1-3
16 A83 P7 3-5
13 A82 P6 1-3
16 A74 P6 9-12
8 A58 P1 1-3
20 A43 P9 1-3
8 A76 P9 9-12
1 A28 P2 3-5
4 A70 P3 3-5
3 A49 P3 3-5
12 A65 P8 3-5
29 A59 P10 1-3
24 A67 P4 9-12
5 A49 P5 1-3
3 A41 P6 1-3
6 A97 P9 1-3
29 A7 P8 9-12
5 A48 P1 9-12
1 A3 P1 9-12
25 A79 P1 3-5
3 A82 P6 3-5
16 A1 P9 9-12
25 A5 P3 9-12
29 A46 P9 9-12
8 A44 P10 3-5
10 A87 P9 1-3
1 A38 P8 1-3
26 A19 P9 3-5
19 A58 P10 1-3
26 A43 P9 3-5
9 A92 P8 1-3
13 A29 P5 1-3
26 A99 P3 1-3
26 A11 P6 3-5
11 A2 P4 3-5
4 A59 P2 9-12
4 A86 P9 9-12
13 A24 P9 3-5
20 A47 P2 1-3
10 A74 P6 9-12
18 A78 P3 9-12
18 A17 P9 1-3
29 A45 P9 1-3
17 A66 P4 1-3
12 A83 P2 3-5
11 A57 P7 1-3
4 A92 P10 1-3
15 A99 P7 9-12
11 A50 P1 1-3
11 A57 P2 3-5
3 A97 P1 3-5
21 A87 P4 9-12
21 A40 P6 1-3
3 A42 P10 9-12
26 A90 P2 9-12
20 A3 P6 9-12
12 A73 P2 9-12
13 A54 P7 3-5
26 A19 P1 1-3
15 A59 P5 3-5
21 A46 P5 9-12
23 A71 P2 9-12
5 A32 P6 1-3
28 A25 P4 9-12
26 A13 P5 1-3
7 A33 P7 9-12
12 A88 P1 3-5
27 A55 P6 9-12
13 A89 P10 3-5
30 A46 P8 9-12
11 A17 P1 3-5
7 A63 P10 1-3
16 A83 P7 1-3
2 A91 P10 3-5
29 A17 P1 9-12
19 A70 P6 1-3
26 A96 P6 3-5
14 A33 P3 9-12
13 A87 P3 3-5
1 A7 P8 3-5
21 A85 P10 3-5
28 A64 P2 9-12
8 A1 P3 9-12
8 A32 P10 1-3
14 A14 P7 1-3
17 A81 P5 1-3
17 A3 P10 3-5
7 A16 P8 1-3
21 A17 P4 3-5
1 A75 P2 3-5
22 A66 P4 1-3
30 A66 P5 1-3
29 A72 P7 1-3
11 A82 P7 3-5
4 A4 P7 3-5
10 A56 P6 3-5
27 A98 P3 1-3
27 A56 P6 3-5
6 A69 P10 9-12
10 A58 P2 1-3
17 A39 P10 9-12
20 A18 P3 9-12
6 A82 P8 1-3
18 A79 P10 1-3
14 A94 P5 9-12
1 A80 P1 9-12
16 A36 P9 3-5
16 A8 P2 1-3
9 A31 P2 3-5
6 A43 P1 3-5
17 A71 P5 1-3
24 A92 P2 1-3
11 A33 P7 3-5
28 A12 P2 1-3
30 A88 P2 1-3
18 A11 P10 3-5
18 A76 P5 3-5
6 A83 P3 3-5
24 A79 P1 1-3
27 A68 P6 9-12
1 A48 P9 9-12
18 A62 P6 9-12
18 A89 P10 1-3
15 A31 P6 9-12
21 A97 P7 3-5
7 A17 P10 3-5
3 A89 P5 9-12
26 A50 P7 1-3
11 A24 P8 3-5
3 A73 P2 9-12
1 A51 P6 3-5
14 A7 P3 3-5
27 A12 P4 3-5
18 A50 P2 1-3
24 A37 P9 3-5
19 A3 P4 9-12
14 A92 P3 1-3
3 A36 P5 1-3
3 A45 P1 1-3
12 A62 P3 9-12
9 A92 P10 9-12
11 A7 P9 1-3
9 A36 P3 3-5
29 A74 P6 1-3
7 A35 P2 3-5
17 A14 P1 3-5
19 A27 P7 3-5
11 A64 P4 3-5
29 A46 P7 9-12
26 A82 P6 3-5
6 A94 P5 3-5
7 A38 P2 1-3
13 A84 P2 3-5
20 A34 P7 3-5
20 A43 P9 3-5
9 A42 P1 9-12
16 A29 P3 1-3
23 A70 P3 3-5
17 A22 P8 3-5
15 A93 P1 3-5
30 A47 P10 1-3
30 A58 P10 3-5
4 A80 P7 9-12
23 A3 P10 9-12
26 A68 P7 3-5
12 A27 P7 3-5
18 A77 P4 1-3
25 A25 P10 3-5
30 A95 P7 9-12
21 A57 P4 3-5
6 A18 P1 1-3
18 A68 P9 1-3
16 A81 P9 9-12
5 A32 P6 9-12
17 A65 P10 3-5
24 A90 P4 1-3
2 A50 P8 1-3
6 A7 P2 9-12
23 A82 P3 3-5
19 A98 P7 1-3
12 A52 P9 9-12
30 A99 P6 9-12
12 A44 P4 3-5
13 A68 P1 9-12
29 A18 P5 1-3
16 A45 P9 1-3
11 A89 P10 9-12
8 A44 P8 9-12
7 A95 P6 3-5
13 A93 P6 9-12
19 A13 P8 1-3
10 A14 P6 9-12
12 A97 P1 9-12
24 A64 P2 3-5
27 A71 P7 9-12
22 A57 P4 9-12
10 A34 P9 3-5
24 A87 P4 1-3
21 A27 P7 9-12
24 A19 P1 3-5
7 A37 P6 3-5
7 A26 P3 3-5
8 A82 P7 3-5
9 A45 P3 1-3
7 A47 P5 1-3
16 A89 P9 1-3
26 A64 P3 9-12
4 A32 P10 9-12
23 A59 P10 3-5
30 A23 P3 9-12
16 A39 P1 1-3
13 A53 P2 1-3
1 A75 P1 9-12
9 A38 P6 9-12
22 A38 P8 3-5
5 A29 P8 1-3
10 A89 P10 9-12
26 A78 P3 9-12
22 A10 P1 1-3
2 A97 P9 3-5
5 A32 P3 9-12
2 A23 P6 1-3
4 A52 P6 1-3
28 A99 P7 1-3
3 A50 P3 1-3
1 A77 P1 1-3
24 A92 P5 1-3
18 A81 P5 3-5
30 A79 P2 1-3
28 A42 P10 3-5
3 A41 P5 1-3
18 A21 P1 3-5
8 A55 P9 1-3
23 A45 P2 1-3
1 A10 P6 9-12
25 A65 P9 3-5
17 A21 P10 3-5
4 A62 P8 1-3
2 A94 P5 9-12
4 A79 P7 3-5
22 A66 P3 3-5
24 A71 P10 3-5
22 A13 P8 1-3
27 A10 P2 3-5
14 A8 P1 1-3
20 A85 P10 1-3
10 A58 P10 1-3
1 A10 P8 3-5
1 A60 P8 9-12
15 A52 P10 1-3
6 A5 P3 9-12
6 A22 P3 3-5
14 A90 P10 1-3
20 A63 P3 1-3
4 A11 P2 3-5
7 A71 P1 3-5
11 A56 P10 1-3
11 A4 P1 3-5
17 A73 P8 9-12
11 A69 P10 3-5
4 A20 P1 1-3
27 A46 P2 9-12
13 A89 P10 9-12
30 A29 P7 1-3
17 A71 P4 9-12
7 A4 P7 1-3
13 A92 P10 1-3
4 A70 P7 1-3
27 A47 P9 1-3
20 A82 P2 1-3
9 A73 P8 9-12
1 A11 P9 9-12
28 A88 P4 3-5
12 A37 P3 9-12
24 A5 P4 1-3
16 A95 P6 9-12
15 A82 P8 1-3
22 A96 P5 3-5
11 A90 P1 1-3
14 A29 P1 3-5
21 A82 P4 1-3
20 A0 P2 9-12
25 A86 P6 1-3
13 A75 P3 3-5
26 A64 P3 9-12
8 A28 P3 1-3
30 A30 P10 9-12
7 A47 P4 3-5
12 A62 P8 3-5
3 A93 P1 1-3
18 A21 P9 3-5
18 A19 P1 9-12
25 A92 P5 3-5
18 A21 P3 1-3
5 A76 P7 3-5
1 A17 P5 3-5
21 A44 P7 9-12
28 A33 P2 1-3
4 A60 P5 9-12
19 A77 P8 9-12
27 A13 P4 1-3
27 A32 P3 3-5
17 A40 P10 9-12
29 A54 P2 1-3
22 A8 P1 9-12
10 A60 P3 1-3
6 A24 P8 9-12
12 A36 P7 9-12
26 A19 P1 3-5
18 A77 P4 3-5
21 A76 P4 3-5
19 A68 P8 9-12
17 A90 P9 9-12
7 A7 P10 9-12
1 A26 P2 9-12
2 A40 P6 3-5
21 A82 P6 3-5
11 A61 P2 3-5
17 A39 P7 3-5
16 A86 P9 9-12
27 A99 P1 9-12
23 A60 P4 3-5
8 A56 P9 3-5
5 A32 P1 3-5
29 A76 P9 3-5
3 A66 P6 9-12
1 A38 P8 1-3
26 A12 P9 9-12
11 A8 P5 1-3
8 A69 P1 3-5
9 A72 P3 3-5
19 A80 P8 3-5
17 A75 P5 1-3
23 A45 P8 9-12
15 A81 P8 9-12
21 A60 P7 1-3
12 A24 P10 3-5
21 A35 P2 3-5
21 A79 P7 9-12
26 A5 P3 1-3
8 A30 P4 9-12
15 A64 P6 9-12
12 A84 P5 3-5
14 A96 P6 3-5
12 A34 P2 9-12
15 A75 P2 9-12
4 A70 P1 9-12
22 A57 P9 1-3
3 A45 P3 1-3
9 A62 P1 9-12
13 A82 P6 1-3
10 A97 P7 9-12
17 A25 P3 3-5
4 A59 P8 9-12
16 A84 P7 9-12
17 A48 P7 1-3
23 A49 P8 9-12
9 A80 P6 1-3
5 A85 P10 1-3
30 A27 P8 3-5
15 A40 P6 3-5
2 A35 P2 3-5
1 A60 P4 3-5
26 A65 P10 3-5
1 A66 P2 3-5
3 A33 P8 1-3
21 A31 P1 1-3
20 A46 P1 1-3
5 A54 P8 3-5
10 A41 P3 3-5
27 A61 P10 3-5
16 A1 P1 3-5
30 A38 P8 3-5
2 A13 P3 3-5
12 A90 P3 9-12
7 A27 P3 1-3
16 A54 P9 1-3
17 A61 P2 3-5
9 A54 P9 3-5
20 A2 P8 3-5
16 A84 P2 3-5
9 A59 P8 3-5
4 A98 P10 9-12
16 A86 P8 1-3
11 A16 P1 3-5
8 A44 P8 3-5
6 A10 P2 3-5
27 A93 P2 3-5
25 A72 P6 1-3
28 A34 P1 3-5
27 A24 P1 1-3
27 A35 P6 9-12
12 A93 P3 1-3
13 A71 P4 3-5
29 A79 P8 1-3
6 A91 P10 9-12
1 A23 P2 9-12
2 A62 P1 9-12
6 A93 P10 1-3
19 A34 P3 9-12
11 A32 P7 1-3
14 A67 P7 3-5
30 A0 P4 9-12
27 A77 P2 9-12
18 A58 P1 3-5
20 A56 P6 3-5
18 A21 P1 3-5
9 A54 P4 3-5
25 A6 P1 3-5
14 A87 P10 9-12
20 A98 P6 1-3
14 A99 P8 9-12
4 A98 P2 3-5
16 A90 P9 1-3
17 A49 P2 1-3
7 A0 P9 9-12
20 A2 P7 9-12
14 A12 P3 3-5
17 A72 P8 9-12
5 A10 P5 3-5
13 A31 P4 9-12
6 A86 P9 1-3
29 A2 P4 1-3
24 A71 P2 3-5
11 A74 P9 3-5
4 A32 P1 9-12
17 A13 P8 3-5
30 A38 P1 3-5
3 A94 P5 3-5
10 A52 P2 1-3
28 A1 P10 1-3
15 A23 P10 3-5
1 A9 P8 9-12
24 A57 P7 1-3
6 A96 P6 3-5
6 A31 P9 9-12
1 A84 P10 1-3
4 A72 P5 3-5
6 A28 P4 9-12
11 A24 P9 3-5
13 A82 P3 9-12
24 A41 P6 1-3
18 A17 P2 9-12
16 A17 P5 1-3
13 A30 P5 9-12
8 A76 P5 3-5
13 A1 P10 3-5
18 A6 P2 1-3
12 A82 P7 3-5
16 A54 P2 9-12
10 A87 P9 9-12
10 A47 P7 1-3
30 A53 P4 9-12
3 A41 P6 1-3
30 A71 P4 3-5
17 A7 P7 9-12
5 A32 P5 9-12
2 A83 P8 1-3
16 A90 P4 1-3
18 A49 P10 3-5
19 A20 P3 9-12
7 A95 P4 9-12
1 A10 P1 3-5
15 A14 P5 9-12
14 A21 P4 1-3
15 A69 P8 9-12
4 A19 P7 3-5
23 A16 P10 9-12
16 A37 P3 3-5
24 A79 P6 1-3
9 A12 P7 9-12
5 A32 P1 3-5
25 A67 P5 1-3
19 A10 P10 3-5
23 A84 P1 3-5
6 A6 P10 1-3
3 A16 P8 9-12
22 A29 P1 1-3
23 A2 P7 3-5
13 A36 P1 3-5
8 A58 P6 9-12
17 A3 P10 9-12
26 A1 P10 3-5
8 A25 P1 1-3
7 A15 P9 3-5
2 A21 P10 1-3
21 A63 P5 1-3
20 A46 P4 1-3
